Code,Name,Market,Close,Change,Volume,Amount,UpdatedAt
078130,국일제지,KOSDAQ,319,0.63,632995,202801741,2026-04-04 21:27
036890,진성티이씨,KOSDAQ,16320,5.29,167673,2726537880,2026-04-04 21:27
001940,KISCO홀딩스,KOSPI,25350,1.6,4824,122701650,2026-04-04 21:27
290550,디케이티,KOSDAQ,17930,-0.55,432625,8044033030,2026-04-04 21:27
053030,바이넥스,KOSDAQ,10970,-1.79,172971,1911009545,2026-04-04 21:27
241520,DSC인베스트먼트,KOSDAQ,13270,2.31,480683,6454002805,2026-04-04 21:27
314930,바이오다인,KOSDAQ,11950,-0.42,72016,864904120,2026-04-04 21:27
200880,서연이화,KOSPI,13140,2.18,48619,634754590,2026-04-04 21:27
006405,삼성SDI우,KOSPI,219500,-1.79,8928,1982660750,2026-04-04 21:27
475400,씨메스,KOSDAQ,30100,1.18,57827,1743889900,2026-04-04 21:27
002810,삼영무역,KOSPI,19110,0.84,21369,404729535,2026-04-04 21:27
091810,티웨이항공,KOSPI,853,2.77,1468405,1246308908,2026-04-04 21:27
017860,DS단석,KOSPI,20000,3.15,415408,8221527835,2026-04-04 21:27
352480,씨앤씨인터내셔널,KOSDAQ,25750,-0.39,7049,182533000,2026-04-04 21:27
041920,메디아나,KOSDAQ,18740,-5.21,176213,3372368510,2026-04-04 21:27
474650,링크솔루션,KOSDAQ,60600,3.41,49171,2951131050,2026-04-04 21:27
001390,KG케미칼,KOSPI,5150,1.98,332140,1725232435,2026-04-04 21:27
110990,디아이티,KOSDAQ,18310,1.44,67026,1231811305,2026-04-04 21:27
011760,현대코퍼레이션,KOSPI,26150,4.81,55533,1457632600,2026-04-04 21:27
000157,두산2우B,KOSPI,387000,1.44,965,374091000,2026-04-04 21:27
051500,CJ프레시웨이,KOSDAQ,29050,-1.53,12972,379423675,2026-04-04 21:27
092230,KPX홀딩스,KOSPI,81600,2.0,1277,104673100,2026-04-04 21:27
0015G0,그린광학,KOSDAQ,29450,2.61,134219,4007663075,2026-04-04 21:27
005720,넥센,KOSPI,6410,0.31,32150,207066470,2026-04-04 21:27
104700,한국철강,KOSPI,9390,3.3,443826,4402852685,2026-04-04 21:27
005010,휴스틸,KOSPI,6090,7.03,10557027,65621006190,2026-04-04 21:27
482630,삼양엔씨켐,KOSDAQ,15550,1.9,163587,2587515860,2026-04-04 21:27
086390,유니테스트,KOSDAQ,16100,5.09,235570,3805736750,2026-04-04 21:27
448280,에코아이,KOSDAQ,11480,2.32,18282,209253220,2026-04-04 21:27
009160,SIMPAC,KOSPI,5200,2.97,94924,501945635,2026-04-04 21:27
108860,셀바스AI,KOSDAQ,12600,-0.63,620936,7861921580,2026-04-04 21:27
073490,이노와이어리스,KOSDAQ,44500,6.97,470488,21154301025,2026-04-04 21:27
136480,하림,KOSDAQ,3185,-0.47,420186,1342959396,2026-04-04 21:27
046970,우리로,KOSDAQ,7700,4.05,20818290,162705835800,2026-04-04 21:27
204620,글로벌텍스프리,KOSDAQ,4795,0.42,736686,3503961883,2026-04-04 21:27
092870,엑시콘,KOSDAQ,25750,0.0,128819,3384110925,2026-04-04 21:27
179900,유티아이,KOSDAQ,16910,2.42,82448,1406736550,2026-04-04 21:27
007690,국도화학,KOSPI,36050,2.41,8382,299981250,2026-04-04 21:27
015860,일진홀딩스,KOSPI,6750,0.75,54846,369409920,2026-04-04 21:27
012030,DB,KOSPI,1650,3.19,466944,766586247,2026-04-04 21:27
348950,제이알글로벌리츠,KOSPI,1681,4.28,918705,1526714016,2026-04-04 21:27
024060,흥구석유,KOSDAQ,22000,1.62,11186609,246165267750,2026-04-04 21:27
419530,SAMG엔터,KOSDAQ,33000,2.96,40625,1336969350,2026-04-04 21:27
094360,칩스앤미디어,KOSDAQ,15450,1.25,43755,676796545,2026-04-04 21:27
221800,유투바이오,KOSDAQ,20650,-8.63,328483,7160885600,2026-04-04 21:27
001230,동국홀딩스,KOSPI,10330,3.61,165838,1704965030,2026-04-04 21:27
037270,YG PLUS,KOSPI,5130,3.32,283097,1458724065,2026-04-04 21:27
058970,엠로,KOSDAQ,26300,-2.23,32386,857275550,2026-04-04 21:27
200130,콜마비앤에이치,KOSDAQ,11050,-0.18,33027,367525460,2026-04-04 21:27
043150,바텍,KOSDAQ,21850,1.16,9884,216406725,2026-04-04 21:27
049630,재영솔루텍,KOSDAQ,2775,1.46,1517496,4187781005,2026-04-04 21:27
099430,바이오플러스,KOSDAQ,5250,3.75,274905,1438647280,2026-04-04 21:27
217730,강스템바이오텍,KOSDAQ,3440,-2.69,1566721,5451522682,2026-04-04 21:27
084690,대상홀딩스,KOSPI,8900,0.91,37881,335919105,2026-04-04 21:27
053690,한미글로벌,KOSPI,29400,1.38,809435,24344568750,2026-04-04 21:27
194370,제이에스코퍼레이션,KOSPI,11100,-0.36,179920,1990566100,2026-04-04 21:27
064820,케이프,KOSDAQ,10410,3.58,66081,689994120,2026-04-04 21:27
234340,헥토파이낸셜,KOSDAQ,23000,-0.22,282851,6538606650,2026-04-04 21:27
011500,한농화성,KOSPI,20500,1.99,138199,2815036235,2026-04-04 21:27
0088M0,메쥬,KOSDAQ,32900,-11.08,460428,16091249800,2026-04-04 21:27
093520,매커스,KOSDAQ,22550,3.92,30396,679583500,2026-04-04 21:27
389500,에스비비테크,KOSDAQ,47950,1.16,62986,3000829325,2026-04-04 21:27
001750,한양증권,KOSPI,25050,0.8,13178,332100000,2026-04-04 21:27
378340,필에너지,KOSDAQ,14850,0.88,65330,971668195,2026-04-04 21:27
330860,네패스아크,KOSDAQ,26150,5.02,776729,21185355225,2026-04-04 21:27
272450,진에어,KOSPI,6100,0.49,57867,354226165,2026-04-04 21:27
033270,유나이티드제약,KOSPI,20000,1.01,19069,381067020,2026-04-04 21:27
069540,빛과전자,KOSDAQ,3250,2.04,24096498,80841046139,2026-04-04 21:27
092220,KEC,KOSPI,1580,0.96,6005603,9625016789,2026-04-04 21:27
170920,엘티씨,KOSDAQ,30000,0.0,114487,3503611700,2026-04-04 21:27
389020,자람테크놀로지,KOSDAQ,49250,1.97,154208,7780113925,2026-04-04 21:27
304360,에스바이오메딕스,KOSDAQ,25500,2.2,87708,2280931900,2026-04-04 21:27
475560,더본코리아,KOSPI,21250,-0.47,13536,288212875,2026-04-04 21:27
003520,영진약품,KOSPI,1721,-0.12,166016,286777672,2026-04-04 21:27
123890,한국자산신탁,KOSPI,2560,0.2,163690,421234955,2026-04-04 21:27
092200,디아이씨,KOSPI,8050,-0.25,233254,1881013490,2026-04-04 21:27
236200,슈프리마,KOSDAQ,44700,-0.22,22687,1018218325,2026-04-04 21:27
060720,KH바텍,KOSDAQ,13100,1.95,113754,1498177015,2026-04-04 21:27
099440,스맥,KOSDAQ,4545,-0.98,721061,3287248515,2026-04-04 21:27
042370,비츠로테크,KOSDAQ,11830,5.63,499124,5870408620,2026-04-04 21:27
017390,서울가스,KOSPI,62400,1.3,4183,261893300,2026-04-04 21:27
462350,이노스페이스,KOSDAQ,14870,1.99,199201,3002369335,2026-04-04 21:27
321550,티움바이오,KOSDAQ,10600,-3.72,645120,6902845175,2026-04-04 21:27
088260,이리츠코크렙,KOSPI,4845,0.31,18040,87155574,2026-04-04 21:27
365270,큐라클,KOSDAQ,13990,0.79,378129,5371472020,2026-04-04 21:27
005680,삼영전자,KOSPI,15330,-1.54,80468,1252896515,2026-04-04 21:27
012210,삼미금속,KOSDAQ,13810,4.38,260177,3585517470,2026-04-04 21:27
094480,갤럭시아머니트리,KOSDAQ,7810,1.96,188032,1471248460,2026-04-04 21:27
900140,엘브이엠씨홀딩스,KOSPI,1584,2.19,665481,1055641338,2026-04-04 21:27
086820,바이오솔루션,KOSDAQ,11800,1.64,93887,1117802765,2026-04-04 21:27
023410,유진기업,KOSDAQ,3925,1.03,224970,881347630,2026-04-04 21:27
243070,휴온스,KOSDAQ,25300,-0.59,6372,161900325,2026-04-04 21:27
003920,남양유업,KOSPI,50500,-0.59,8544,433417000,2026-04-04 21:27
286940,롯데이노베이트,KOSPI,19990,-1.28,16870,339996790,2026-04-04 21:27
101360,에코앤드림,KOSDAQ,17000,-1.73,78140,1340705135,2026-04-04 21:27
472850,폰드그룹,KOSDAQ,5250,3.75,43914,231536415,2026-04-04 21:27
088800,에이스테크,KOSDAQ,4000,2.17,1168227,4758682248,2026-04-04 21:27
0008Z0,에스엔시스,KOSDAQ,32000,2.56,52540,1678884500,2026-04-04 21:27
003120,일성아이에스,KOSPI,22700,-0.66,2883,65104150,2026-04-04 21:27
001340,PKC,KOSPI,6710,2.13,218719,1464861765,2026-04-04 21:27
091580,상신이디피,KOSDAQ,22600,11.6,1200752,26756523650,2026-04-04 21:27
128820,대성산업,KOSPI,6650,3.1,308051,2042652595,2026-04-04 21:27
215000,골프존,KOSDAQ,47900,-1.54,30720,1482272175,2026-04-04 21:27
014940,오리엔탈정공,KOSDAQ,6590,6.12,141577,931490850,2026-04-04 21:27
085910,네오티스,KOSDAQ,21550,-2.27,124166,2707725900,2026-04-04 21:27
000650,천일고속,KOSPI,209000,-0.24,1661,351781750,2026-04-04 21:27
096760,JW홀딩스,KOSPI,4030,2.68,74878,301808990,2026-04-04 21:27
416180,신성에스티,KOSDAQ,32950,0.46,23883,786919050,2026-04-04 21:27
024720,콜마홀딩스,KOSPI,8640,0.12,37235,323563280,2026-04-04 21:27
243840,신흥에스이씨,KOSDAQ,7670,3.09,773068,5912370460,2026-04-04 21:27
078520,에이블씨엔씨,KOSPI,11360,-3.07,109615,1266812180,2026-04-04 21:27
006805,미래에셋증권우,KOSPI,20950,0.96,121016,2542088475,2026-04-04 21:27
067390,아스트,KOSDAQ,720,1.41,848062,615547558,2026-04-04 21:27
445090,에이직랜드,KOSDAQ,26900,1.13,21277,570884300,2026-04-04 21:27
054950,제이브이엠,KOSDAQ,24300,0.83,11658,283215075,2026-04-04 21:27
194480,데브시스터즈,KOSDAQ,24200,3.42,119261,2871812825,2026-04-04 21:27
003070,코오롱글로벌,KOSPI,11540,9.07,186709,2115652030,2026-04-04 21:27
151860,KG에코솔루션,KOSDAQ,6160,4.05,184682,1139175240,2026-04-04 21:27
255220,SG,KOSDAQ,2685,1.9,1206135,3237742404,2026-04-04 21:27
138610,나이벡,KOSDAQ,25700,-2.1,53559,1388501750,2026-04-04 21:27
001460,BYC,KOSPI,46700,-0.11,4573,211720750,2026-04-04 21:27
025770,한국정보통신,KOSDAQ,7780,0.39,8576,66787410,2026-04-04 21:27
265520,AP시스템,KOSDAQ,19350,1.2,52333,1014525705,2026-04-04 21:27
095500,미래나노텍,KOSDAQ,9340,-0.43,213627,2021652125,2026-04-04 21:27
003960,사조대림,KOSPI,31600,0.96,2288,72902925,2026-04-04 21:27
002320,한진,KOSPI,18640,-1.01,37994,715118175,2026-04-04 21:27
051370,인터플렉스,KOSDAQ,12400,-0.56,117978,1489352155,2026-04-04 21:27
334890,이지스밸류플러스리츠,KOSPI,4160,0.36,57979,240217766,2026-04-04 21:27
004360,세방,KOSPI,15070,1.82,71616,1083443755,2026-04-04 21:27
200470,에이팩트,KOSDAQ,6790,1.8,404149,2743150490,2026-04-04 21:27
023760,한국캐피탈,KOSDAQ,909,-1.94,223210,204195867,2026-04-04 21:27
058430,포스코스틸리온,KOSPI,47700,3.7,66091,3156597550,2026-04-04 21:27
451760,컨텍,KOSDAQ,18090,5.24,431068,7840811600,2026-04-04 21:27
216080,제테마,KOSDAQ,7640,5.09,219249,1624974700,2026-04-04 21:27
049070,인탑스,KOSDAQ,16520,1.16,26671,443376460,2026-04-04 21:27
160980,싸이맥스,KOSDAQ,26000,0.0,435059,11435892200,2026-04-04 21:27
035600,KG이니시스,KOSDAQ,10290,2.18,56725,582506720,2026-04-04 21:27
037710,광주신세계,KOSPI,35500,1.0,4313,154247950,2026-04-04 21:27
357550,석경에이티,KOSDAQ,51400,2.19,3524,181725200,2026-04-04 21:27
425040,티이엠씨,KOSDAQ,13140,7.62,3663779,46959126440,2026-04-04 21:27
045390,대아티아이,KOSDAQ,3970,1.15,451023,1791033253,2026-04-04 21:27
034120,SBS,KOSPI,15060,-0.86,37973,572942570,2026-04-04 21:27
092730,네오팜,KOSDAQ,17310,1.29,28164,489191065,2026-04-04 21:27
003200,일신방직,KOSPI,12060,-4.36,97298,1183742120,2026-04-04 21:27
126600,BGF에코머티리얼즈,KOSDAQ,4410,1.5,1101121,4863790444,2026-04-04 21:27
004310,현대약품,KOSPI,8650,2.85,532340,4663436475,2026-04-04 21:27
241590,화승엔터프라이즈,KOSPI,4565,1.44,66017,300414792,2026-04-04 21:27
064290,인텍플러스,KOSDAQ,21500,-0.46,422374,9265075850,2026-04-04 21:27
322310,오로스테크놀로지,KOSDAQ,29500,2.08,265317,8110639300,2026-04-04 21:27
251370,와이엠티,KOSDAQ,15580,-0.38,238882,3738479670,2026-04-04 21:27
018310,삼목에스폼,KOSDAQ,18630,-0.11,4943,91337960,2026-04-04 21:27
117580,대성에너지,KOSPI,9940,3.11,1286559,12535651165,2026-04-04 21:27
002900,TYM,KOSPI,6560,1.71,200750,1320614795,2026-04-04 21:27
000320,노루홀딩스,KOSPI,20400,1.75,5187,106523400,2026-04-04 21:27
459510,나우로보틱스,KOSDAQ,20900,-7.32,184836,3942388825,2026-04-04 21:27
000490,대동,KOSPI,9380,1.3,121877,1145028315,2026-04-04 21:27
452280,한선엔지니어링,KOSDAQ,14040,2.48,366474,5196976215,2026-04-04 21:27
377190,디앤디플랫폼리츠,KOSPI,3055,0.49,71497,217264701,2026-04-04 21:27
036200,유니셈,KOSDAQ,8780,1.5,116932,1024187545,2026-04-04 21:27
267980,매일유업,KOSDAQ,35100,0.43,1609,56716325,2026-04-04 21:27
001790,대한제당,KOSPI,2995,0.67,163539,490291152,2026-04-04 21:27
371950,풍원정밀,KOSDAQ,11850,-2.95,62744,757100865,2026-04-04 21:27
000540,흥국화재,KOSPI,4180,1.7,69920,291897486,2026-04-04 21:27
309710,아이티켐,KOSDAQ,21000,0.0,0,0,2026-04-04 21:27
274090,켄코아에어로스페이스,KOSDAQ,19540,4.44,628764,12481699430,2026-04-04 21:27
078070,유비쿼스홀딩스,KOSDAQ,15230,-1.49,282814,4422023890,2026-04-04 21:27
064550,바이오니아,KOSDAQ,10360,-1.24,71984,756638595,2026-04-04 21:27
035510,신세계 I&C,KOSPI,19050,2.97,227026,4308727790,2026-04-04 21:27
182400,엔케이젠바이오텍코리아,KOSDAQ,3670,0.0,0,0,2026-04-04 21:27
361390,제노코,KOSDAQ,28150,1.26,164802,4729394500,2026-04-04 21:27
067080,대화제약,KOSDAQ,14210,0.0,50064,710003800,2026-04-04 21:27
294570,쿠콘,KOSDAQ,26200,0.0,21972,580608025,2026-04-04 21:27
012860,모베이스전자,KOSDAQ,3605,0.56,1655075,6020139923,2026-04-04 21:27
304100,솔트룩스,KOSDAQ,20950,-0.24,44101,930088250,2026-04-04 21:27
092460,한라IMS,KOSDAQ,15360,5.79,70751,1085608010,2026-04-04 21:27
234690,녹십자웰빙,KOSDAQ,14800,6.02,941886,14329540910,2026-04-04 21:27
0030R0,대신밸류리츠,KOSPI,4380,1.04,26869,117475273,2026-04-04 21:27
001250,GS글로벌,KOSPI,3170,22.16,28470561,89318067263,2026-04-04 21:27
058820,CMG제약,KOSDAQ,1769,-0.62,423250,751058977,2026-04-04 21:27
044450,KSS해운,KOSPI,11320,1.98,257131,2928364395,2026-04-04 21:27
134380,미원화학,KOSPI,118600,0.0,0,0,2026-04-04 21:27
226590,엠디바이스,KOSDAQ,24500,5.6,388067,9577016875,2026-04-04 21:27
035150,백산,KOSPI,12820,2.23,12386,157028530,2026-04-04 21:27
418550,제이오,KOSDAQ,8130,2.26,232265,1881784700,2026-04-04 21:27
007160,사조산업,KOSPI,51900,1.76,4259,220726100,2026-04-04 21:27
464080,에스오에스랩,KOSDAQ,14580,1.32,162993,2362570260,2026-04-04 21:27
0007J0,인벤테라,KOSDAQ,32850,-6.81,6418073,244070518125,2026-04-04 21:27
017900,광전자,KOSPI,4455,29.88,25962440,106596824375,2026-04-04 21:27
256840,한국비엔씨,KOSDAQ,3770,0.4,204962,773078822,2026-04-04 21:27
121800,비덴트,KOSDAQ,3320,0.0,0,0,2026-04-04 21:27
043370,피에이치에이,KOSDAQ,12190,0.83,32572,397268335,2026-04-04 21:27
013120,동원개발,KOSDAQ,2815,0.0,52634,148545860,2026-04-04 21:27
094820,일진파워,KOSDAQ,16950,3.73,208470,3517365345,2026-04-04 21:27
289930,웨이비스,KOSDAQ,19600,0.0,259366,5095973790,2026-04-04 21:27
272110,케이엔제이,KOSDAQ,31750,-1.4,99525,3220251425,2026-04-04 21:27
194700,노바렉스,KOSDAQ,13570,1.27,31104,421227530,2026-04-04 21:27
950170,JTC,KOSDAQ,4910,1.45,85893,422774364,2026-04-04 21:27
115450,HLB테라퓨틱스,KOSDAQ,3010,1.52,178412,534408214,2026-04-04 21:27
005710,대원산업,KOSDAQ,12660,1.44,14029,176884675,2026-04-04 21:27
176750,듀켐바이오,KOSDAQ,8900,-0.34,12101,108216280,2026-04-04 21:27
377460,위니아에이드,KOSDAQ,4080,0.0,0,0,2026-04-04 21:27
314130,지놈앤컴퍼니,KOSDAQ,7250,-0.55,308240,2294359465,2026-04-04 21:27
000430,대원강업,KOSPI,4055,2.66,139780,563652732,2026-04-04 21:27
003720,삼영,KOSPI,7370,3.51,535851,3902638085,2026-04-04 21:27
054210,이랜텍,KOSDAQ,9900,0.0,175268,1747329545,2026-04-04 21:27
404990,신한서부티엔디리츠,KOSPI,4160,-1.77,127552,527335616,2026-04-04 21:27
382900,범한퓨얼셀,KOSDAQ,28550,7.74,67547,1909735600,2026-04-04 21:27
108670,LX하우시스,KOSPI,27850,-0.36,11724,328050725,2026-04-04 21:27
02826K,삼성물산우B,KOSPI,170000,0.18,2992,513674100,2026-04-04 21:27
0007C0,아크릴,KOSDAQ,31050,0.16,121282,3796485225,2026-04-04 21:27
297090,씨에스베어링,KOSDAQ,9140,14.82,2336796,21411588905,2026-04-04 21:27
000680,LS네트웍스,KOSPI,3145,1.45,62807,197899486,2026-04-04 21:27
122900,아이마켓코리아,KOSPI,7400,0.41,19671,145555760,2026-04-04 21:27
353810,이지바이오,KOSDAQ,7470,3.03,200570,1494070150,2026-04-04 21:27
084850,아이티엠반도체,KOSDAQ,10880,1.68,64832,693126965,2026-04-04 21:27
484810,티엑스알로보틱스,KOSDAQ,15940,4.18,106101,1683860465,2026-04-04 21:27
000050,경방,KOSPI,8980,0.79,65840,590437825,2026-04-04 21:27
452430,사피엔반도체,KOSDAQ,29950,2.39,34912,1028969825,2026-04-04 21:27
033920,무학,KOSPI,8580,1.06,63771,551821085,2026-04-04 21:27
126700,하이비젼시스템,KOSDAQ,16350,3.48,89908,1463105865,2026-04-04 21:27
108380,대양전기공업,KOSDAQ,25450,3.88,25026,634006825,2026-04-04 21:27
211270,AP위성,KOSDAQ,16120,2.35,224020,3669802400,2026-04-04 21:27
332570,PS일렉트로닉스,KOSDAQ,5140,2.59,687786,3453401165,2026-04-04 21:27
199430,케이엔알시스템,KOSDAQ,21800,0.93,40926,888404225,2026-04-04 21:27
001130,대한제분,KOSPI,143300,0.84,1831,263190450,2026-04-04 21:27
005500,삼진제약,KOSPI,18150,1.11,6147,110909970,2026-04-04 21:27
084680,이월드,KOSPI,1703,9.38,4672767,8030380076,2026-04-04 21:27
474170,루미르,KOSDAQ,13530,2.58,193464,2674343415,2026-04-04 21:27
244920,에이플러스에셋,KOSPI,10660,1.52,55616,596673675,2026-04-04 21:27
950140,잉글우드랩,KOSDAQ,12130,1.08,37732,453649640,2026-04-04 21:27
000390,삼화페인트,KOSPI,8850,0.57,518659,4648777670,2026-04-04 21:27
210980,SK디앤디,KOSPI,12930,0.08,12797,165843855,2026-04-04 21:27
036800,나이스정보통신,KOSDAQ,24050,-0.82,7943,193370350,2026-04-04 21:27
019010,베뉴지,KOSDAQ,4980,4.73,72579,357053436,2026-04-04 21:27
028100,동아지질,KOSPI,17860,1.19,16617,297164200,2026-04-04 21:27
030210,다올투자증권,KOSPI,3920,0.51,67910,266865575,2026-04-04 21:27
475230,엔알비,KOSDAQ,22050,2.08,87093,1894604300,2026-04-04 21:27
950250,테라뷰,KOSDAQ,6720,-0.15,444386,3036623960,2026-04-04 21:27
036030,케이티알파,KOSDAQ,4865,-0.21,18499,90251308,2026-04-04 21:27
136490,선진,KOSPI,9990,1.01,50133,498824510,2026-04-04 21:27
119610,인터로조,KOSDAQ,20750,10.37,133768,2698600300,2026-04-04 21:27
001780,알루코,KOSPI,2440,2.31,7345842,18307752580,2026-04-04 21:27
036170,에이치엠넥스,KOSDAQ,3850,-6.89,3909931,15524405907,2026-04-04 21:27
001630,종근당홀딩스,KOSPI,47150,0.86,2183,102723000,2026-04-04 21:27
254490,미래반도체,KOSDAQ,16350,0.31,60471,994456010,2026-04-04 21:27
394420,리센스메디컬,KOSDAQ,21750,-4.19,2337060,52077821710,2026-04-04 21:27
0011A0,액스비스,KOSDAQ,25250,-4.36,258953,6934813925,2026-04-04 21:27
053300,한국정보인증,KOSDAQ,5550,1.65,96310,538104030,2026-04-04 21:27
009470,삼화전기,KOSPI,35600,2.59,51243,1827515025,2026-04-04 21:27
039840,디오,KOSDAQ,16370,2.44,24348,395111750,2026-04-04 21:27
013890,지누스,KOSPI,10570,1.93,25325,263309705,2026-04-04 21:27
457550,우진엔텍,KOSDAQ,25150,5.23,83091,2064392750,2026-04-04 21:27
388050,지투파워,KOSDAQ,12520,12.79,4318765,53272731430,2026-04-04 21:27
206640,바디텍메드,KOSDAQ,10690,0.19,34481,371178435,2026-04-04 21:27
034810,해성산업,KOSDAQ,7190,-0.69,20051,144898870,2026-04-04 21:27
112290,와이씨켐,KOSDAQ,23150,2.43,47910,1105316850,2026-04-04 21:27
036560,KZ정밀,KOSDAQ,14860,0.0,57085,862930835,2026-04-04 21:27
009680,모토닉,KOSPI,10760,1.32,22087,235361790,2026-04-04 21:27
008350,남선알미늄,KOSPI,1805,1.4,51211225,97418704706,2026-04-04 21:27
095570,AJ네트웍스,KOSPI,5140,1.18,145788,749986795,2026-04-04 21:27
007570,일양약품,KOSPI,12140,6.49,110106,1314844840,2026-04-04 21:27
190510,나무가,KOSDAQ,16440,0.37,33515,553201200,2026-04-04 21:27
065680,우주일렉트로,KOSDAQ,25000,-0.99,8185,206492600,2026-04-04 21:27
462860,더즌,KOSDAQ,3215,3.21,217789,704909067,2026-04-04 21:27
004560,현대비앤지스틸,KOSPI,15290,2.69,74013,1154109255,2026-04-04 21:27
051360,토비스,KOSDAQ,15450,1.25,17411,269047320,2026-04-04 21:27
003220,대원제약,KOSPI,10260,0.79,6728,69240375,2026-04-04 21:27
061970,LB세미콘,KOSDAQ,3945,0.38,200313,794629311,2026-04-04 21:27
403850,더핑크퐁컴퍼니,KOSDAQ,15960,0.57,23121,369787800,2026-04-04 21:27
100120,뷰웍스,KOSDAQ,25500,-0.78,75053,1924424525,2026-04-04 21:27
036190,금화피에스시,KOSDAQ,38100,3.11,8724,332818125,2026-04-04 21:27
372170,윤성에프앤씨,KOSDAQ,28650,-0.17,9203,265304125,2026-04-04 21:27
214180,헥토이노베이션,KOSDAQ,17530,-1.3,39240,695720335,2026-04-04 21:27
052710,아모텍,KOSDAQ,15560,4.08,646526,10047635710,2026-04-04 21:27
000480,CR홀딩스,KOSPI,4845,0.52,17054,82846322,2026-04-04 21:27
042600,새로닉스,KOSDAQ,18280,3.28,221650,3994142025,2026-04-04 21:27
017890,한국알콜,KOSDAQ,10670,5.23,1042389,11399450235,2026-04-04 21:27
098120,마이크로컨텍솔,KOSDAQ,27300,-1.27,95904,2623585675,2026-04-04 21:27
481070,에이유브랜즈,KOSDAQ,16000,-2.08,30482,488860880,2026-04-04 21:27
123330,제닉,KOSDAQ,28400,-12.35,321192,9679658950,2026-04-04 21:27
013580,계룡건설,KOSPI,25300,2.85,38007,967061300,2026-04-04 21:27
264450,유비쿼스,KOSDAQ,15400,1.92,352317,5549632185,2026-04-04 21:27
010580,에스엠벡셀,KOSPI,2030,2.47,352850,714804818,2026-04-04 21:27
380550,뉴로핏,KOSDAQ,18610,1.14,130334,2443901935,2026-04-04 21:27
199820,제일일렉트릭,KOSDAQ,10120,0.4,212343,2175314275,2026-04-04 21:27
004980,성신양회,KOSPI,9150,1.1,49426,453482030,2026-04-04 21:27
402030,코난테크놀로지,KOSDAQ,17920,1.36,9506,169113410,2026-04-04 21:27
092070,디엔에프,KOSDAQ,19340,0.26,76911,1521957425,2026-04-04 21:27
051905,LG생활건강우,KOSPI,106300,0.09,1915,204220850,2026-04-04 21:27
056090,시지메드텍,KOSDAQ,2160,0.93,1326078,2882292809,2026-04-04 21:27
053210,스카이라이프,KOSPI,4690,0.32,129691,607127650,2026-04-04 21:27
144960,뉴파워프라즈마,KOSDAQ,5100,1.19,157234,803778460,2026-04-04 21:27
432320,KB스타리츠,KOSPI,2195,-1.13,493431,1077798108,2026-04-04 21:27
065710,서호전기,KOSDAQ,43100,2.74,7195,307916025,2026-04-04 21:27
003547,대신증권2우B,KOSPI,22150,1.37,14742,327125650,2026-04-04 21:27
068930,디지털대성,KOSDAQ,7980,-0.25,46544,370148120,2026-04-04 21:27
285490,노바텍,KOSDAQ,20750,1.97,35899,742087075,2026-04-04 21:27
002150,도화엔지니어링,KOSPI,6490,2.2,61775,401534665,2026-04-04 21:27
226320,잇츠한불,KOSPI,9970,0.0,13205,132266550,2026-04-04 21:27
402490,그린리소스,KOSDAQ,13160,-3.38,562210,7612303365,2026-04-04 21:27
025000,KPX케미칼,KOSPI,49750,0.3,4175,208717500,2026-04-04 21:27
004430,송원산업,KOSPI,9040,1.46,42940,389135365,2026-04-04 21:27
179290,엠아이텍,KOSDAQ,6700,0.9,59212,392172770,2026-04-04 21:27
338220,뷰노,KOSDAQ,15480,-0.83,43946,683418615,2026-04-04 21:27
357580,아모센스,KOSDAQ,18590,-2.31,133983,2543538125,2026-04-04 21:27
064850,에프앤가이드,KOSDAQ,18980,-1.25,76082,1459530730,2026-04-04 21:27
004090,한국석유,KOSPI,17040,-1.62,1628990,27839119755,2026-04-04 21:27
083310,엘오티베큠,KOSDAQ,12100,0.92,59867,729418970,2026-04-04 21:27
001080,만호제강,KOSPI,5190,2.17,37769,195467420,2026-04-04 21:27
079960,동양이엔피,KOSDAQ,27300,3.02,24016,649342450,2026-04-04 21:27
007860,서연,KOSPI,9130,1.33,68249,626523820,2026-04-04 21:27
298690,에어부산,KOSPI,1835,1.27,138057,253643152,2026-04-04 21:27
016880,웅진,KOSPI,2675,-0.93,849134,2345791082,2026-04-04 21:27
461300,아이스크림미디어,KOSDAQ,16070,1.2,54714,872267450,2026-04-04 21:27
115310,인포바인,KOSDAQ,66700,1.06,2926,193981050,2026-04-04 21:27
041020,폴라리스오피스,KOSDAQ,4270,2.64,370031,1575162193,2026-04-04 21:27
000520,삼일제약,KOSPI,9750,-1.71,242825,2387457535,2026-04-04 21:27
061090,세나테크놀로지,KOSDAQ,37850,1.75,9575,367794800,2026-04-04 21:27
282720,금양그린파워,KOSDAQ,17400,5.65,1748944,30647823045,2026-04-04 21:27
095700,제넥신,KOSDAQ,4630,2.09,106181,487898756,2026-04-04 21:27
039570,HDC랩스,KOSPI,8120,0.5,28702,231874975,2026-04-04 21:27
102260,동성케미컬,KOSPI,4200,1.69,185907,783003804,2026-04-04 21:27
237880,클리오,KOSDAQ,11660,1.3,6748,78141215,2026-04-04 21:27
010955,S-Oil우,KOSPI,52300,1.36,13912,727403800,2026-04-04 21:27
008490,서흥,KOSPI,18110,-1.2,37115,675740190,2026-04-04 21:27
080160,모두투어,KOSDAQ,11060,-0.09,45092,502924700,2026-04-04 21:27
